GEO_ID,NAME,B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M
1500000US360050217004,"Block Group 4, Census Tract 217, Bronx County, New York",928,300,591,245,0,12,563,243,0,12,28,42,0,12,0,12,0,12,0,12,0,12,337,199,0,12,57,55,0,12,0,12,0,12,273,196,7,13,7,13,0,12
1500000US360050019001,"Block Group 1, Census Tract 19, Bronx County, New York",1702,228,808,167,163,66,541,116,0,12,57,67,0,12,12,12,35,48,3,5,32,48,894,206,226,120,97,66,0,12,11,18,0,12,499,181,61,43,43,41,18,20
1500000US360050436001,"Block Group 1, Census Tract 436, Bronx County, New York",927,203,738,198,40,41,674,176,0,12,24,33,0,12,0,12,0,12,0,12,0,12,189,97,21,37,70,66,0,12,14,21,0,12,77,57,7,12,7,12,0,12
1500000US360050395002,"Block Group 2, Census Tract 395, Bronx County, New York",876,252,445,198,37,40,343,190,52,72,13,20,0,12,0,12,0,12,0,12,0,12,431,193,81,66,104,96,0,12,0,12,0,12,246,183,0,12,0,12,0,12
1500000US360050413007,"Block Group 7, Census Tract 413, Bronx County, New York",1241,528,195,159,35,31,65,68,0,12,64,93,0,12,0,12,31,87,0,12,31,87,1046,518,82,76,16,25,0,12,0,12,0,12,933,537,15,24,0,12,15,24
1500000US360050197002,"Block Group 2, Census Tract 197, Bronx County, New York",1788,729,220,150,0,12,137,106,0,12,83,97,0,12,0,12,0,12,0,12,0,12,1568,721,250,197,86,105,0,12,0,12,0,12,1211,747,21,37,0,12,21,37
1500000US360050381006,"Block Group 6, Census Tract 381, Bronx County, New York",2406,546,597,326,13,25,546,322,0,12,0,12,0,12,0,12,38,45,0,12,38,45,1809,594,252,267,672,475,0,12,0,12,0,12,833,388,52,69,14,25,38,63
1500000US360050153002,"Block Group 2, Census Tract 153, Bronx County, New York",1076,470,732,423,2,7,730,423,0,12,0,12,0,12,0,12,0,12,0,12,0,12,344,231,11,17,11,19,0,12,0,12,0,12,317,230,5,11,5,11,0,12
1500000US360050189001,"Block Group 1, Census Tract 189, Bronx County, New York",2017,587,653,339,0,12,653,339,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1364,566,370,405,0,12,16,26,33,53,0,12,909,503,36,42,36,42,0,12
1500000US360050063002,"Block Group 2, Census Tract 63, Bronx County, New York",326,215,178,153,0,12,167,154,0,12,0,12,0,12,11,16,0,12,0,12,0,12,148,156,81,128,0,12,0,12,0,12,0,12,67,86,0,12,0,12,0,12
1500000US360050237033,"Block Group 3, Census Tract 237.03, Bronx County, New York",1062,394,197,137,0,12,197,137,0,12,0,12,0,12,0,12,0,12,0,12,0,12,865,383,44,68,135,170,12,19,0,12,0,12,674,358,0,12,0,12,0,12
1500000US360050216023,"Block Group 3, Census Tract 216.02, Bronx County, New York",2359,527,1429,440,24,28,1027,351,0,12,354,299,0,12,0,12,24,38,24,38,0,12,930,331,605,289,52,63,0,12,0,12,0,12,227,192,46,54,0,12,46,54
1500000US360050127012,"Block Group 2, Census Tract 127.01, Bronx County, New York",932,228,260,171,21,17,174,163,0,12,65,56,0,12,0,12,0,12,0,12,0,12,672,222,237,163,48,45,0,12,0,12,0,12,387,213,0,12,0,12,0,12
1500000US360050210012,"Block Group 2, Census Tract 210.01, Bronx County, New York",34,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,33,0,12,0,12,0,12,0,12,0,12,0,12,34,33,34,33,0,12
1500000US360050019004,"Block Group 4, Census Tract 19, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050254001,"Block Group 1, Census Tract 254, Bronx County, New York",1141,181,833,176,640,168,51,43,0,12,107,70,0,12,12,20,23,16,11,12,12,14,308,136,156,103,15,16,26,42,0,12,0,12,64,74,47,44,0,12,47,44
1500000US360050039003,"Block Group 3, Census Tract 39, Bronx County, New York",1094,616,417,508,109,122,308,491,0,12,0,12,0,12,0,12,0,12,0,12,0,12,677,403,143,76,0,12,0,12,0,12,0,12,534,400,0,12,0,12,0,12
1500000US360050177022,"Block Group 2, Census Tract 177.02, Bronx County, New York",1845,496,768,354,20,30,683,359,0,12,0,12,0,12,0,12,65,61,0,12,65,61,1077,462,337,246,47,43,0,12,0,12,0,12,599,374,94,149,94,149,0,12
1500000US360050243004,"Block Group 4, Census Tract 243, Bronx County, New York",1542,396,721,298,37,31,673,299,0,12,0,12,0,12,11,18,0,12,0,12,0,12,821,356,228,165,0,12,0,12,0,12,0,12,593,326,0,12,0,12,0,12
1500000US360050025003,"Block Group 3, Census Tract 25, Bronx County, New York",1400,438,163,139,14,24,141,139,0,12,0,12,0,12,0,12,8,12,0,12,8,12,1237,432,74,51,89,69,22,35,0,12,0,12,992,428,60,49,50,47,10,16
1500000US360050183011,"Block Group 1, Census Tract 183.01, Bronx County, New York",1720,383,487,138,10,13,391,144,0,12,48,43,0,12,38,36,0,12,0,12,0,12,1233,376,111,93,85,64,0,12,0,12,0,12,958,381,79,79,9,14,70,77
1500000US360050235022,"Block Group 2, Census Tract 235.02, Bronx County, New York",936,376,116,65,13,22,55,38,0,12,48,46,0,12,0,12,0,12,0,12,0,12,820,371,80,56,105,104,0,12,0,12,0,12,635,358,0,12,0,12,0,12
1500000US360050173002,"Block Group 2, Census Tract 173, Bronx County, New York",631,446,148,84,36,56,112,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12,483,435,4,11,0,12,0,12,0,12,0,12,438,426,41,65,41,65,0,12
1500000US360050399015,"Block Group 5, Census Tract 399.01, Bronx County, New York",746,292,166,157,37,52,121,149,0,12,0,12,0,12,8,13,0,12,0,12,0,12,580,263,18,26,0,12,0,12,0,12,0,12,553,266,9,11,9,11,0,12
1500000US360050302006,"Block Group 6, Census Tract 302, Bronx County, New York",151,169,109,175,0,12,109,175,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,52,17,29,0,12,0,12,0,12,0,12,25,42,0,12,0,12,0,12
1500000US360050414001,"Block Group 1, Census Tract 414, Bronx County, New York",1278,343,938,311,110,86,685,289,0,12,22,29,0,12,0,12,121,133,52,82,69,105,340,184,169,179,26,41,0,12,0,12,0,12,130,148,15,20,15,20,0,12
1500000US360050373003,"Block Group 3, Census Tract 373, Bronx County, New York",1080,576,433,348,19,29,414,352,0,12,0,12,0,12,0,12,0,12,0,12,0,12,647,436,140,126,338,404,41,65,0,12,0,12,128,121,0,12,0,12,0,12
1500000US360050163001,"Block Group 1, Census Tract 163, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050051002,"Block Group 2, Census Tract 51, Bronx County, New York",3146,448,851,274,0,12,851,274,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2295,478,437,228,217,173,0,12,0,12,0,12,1439,372,202,250,174,246,28,31
1500000US360050199001,"Block Group 1, Census Tract 199, Bronx County, New York",1751,650,687,421,15,26,672,430,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1064,493,392,435,0,12,0,12,0,12,0,12,570,323,102,164,0,12,102,164
1500000US360050119004,"Block Group 4, Census Tract 119, Bronx County, New York",902,282,243,212,0,12,176,190,19,35,0,12,0,12,13,21,35,57,0,12,35,57,659,215,66,53,25,32,0,12,0,12,0,12,528,228,40,44,20,32,20,32
1500000US360050019003,"Block Group 3, Census Tract 19, Bronx County, New York",902,274,506,160,88,69,374,149,0,12,17,18,0,12,7,14,20,30,0,12,20,30,396,168,85,86,10,16,0,12,0,12,0,12,281,154,20,32,20,32,0,12
1500000US360050041003,"Block Group 3, Census Tract 41, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050233013,"Block Group 3, Census Tract 233.01, Bronx County, New York",965,337,395,158,0,12,376,160,0,12,19,28,0,12,0,12,0,12,0,12,0,12,570,311,7,19,12,18,0,12,0,12,0,12,551,303,0,12,0,12,0,12
1500000US360050166002,"Block Group 2, Census Tract 166, Bronx County, New York",678,205,217,99,185,90,0,12,0,12,26,33,0,12,0,12,6,9,0,12,6,9,461,175,141,92,0,12,0,12,0,12,0,12,320,153,0,12,0,12,0,12
1500000US360050338002,"Block Group 2, Census Tract 338, Bronx County, New York",607,281,341,252,99,163,242,196,0,12,0,12,0,12,0,12,0,12,0,12,0,12,266,194,138,131,11,17,0,12,0,12,0,12,106,138,11,17,11,17,0,12
1500000US360050083006,"Block Group 6, Census Tract 83, Bronx County, New York",680,314,95,106,0,12,95,106,0,12,0,12,0,12,0,12,0,12,0,12,0,12,585,323,69,65,80,96,0,12,0,12,0,12,436,306,0,12,0,12,0,12
1500000US360050276001,"Block Group 1, Census Tract 276, Bronx County, New York",4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050295001,"Block Group 1, Census Tract 295, Bronx County, New York",1830,400,1382,365,1051,339,115,123,0,12,141,162,0,12,15,24,60,73,0,12,60,73,448,283,70,117,21,33,0,12,0,12,0,12,227,153,130,165,130,165,0,12
1500000US360050224032,"Block Group 2, Census Tract 224.03, Bronx County, New York",2389,339,1024,283,407,205,524,209,0,12,27,40,0,12,10,17,56,63,8,12,48,63,1365,394,206,119,36,29,0,12,0,12,0,12,977,365,146,104,66,59,80,84
1500000US360050255002,"Block Group 2, Census Tract 255, Bronx County, New York",2847,722,38,51,9,20,29,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2809,720,359,314,123,182,117,133,0,12,0,12,2063,742,147,130,61,75,86,114
1500000US360050024001,"Block Group 1, Census Tract 24, Bronx County, New York",172,247,172,247,69,111,89,146,0,12,0,12,0,12,0,12,14,20,0,12,14,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050273003,"Block Group 3, Census Tract 273, Bronx County, New York",2720,664,723,421,59,38,658,416,0,12,6,11,0,12,0,12,0,12,0,12,0,12,1997,649,178,156,234,235,0,12,0,12,0,12,1425,589,160,244,0,12,160,244
1500000US360050218004,"Block Group 4, Census Tract 218, Bronx County, New York",875,389,142,175,0,12,142,175,0,12,0,12,0,12,0,12,0,12,0,12,0,12,733,354,239,239,19,34,0,12,0,12,0,12,475,316,0,12,0,12,0,12
1500000US360050232002,"Block Group 2, Census Tract 232, Bronx County, New York",1492,229,554,164,251,139,218,136,14,23,54,48,0,12,12,19,5,7,0,12,5,7,938,208,134,72,65,70,18,27,0,12,0,12,714,216,7,9,7,9,0,12
1500000US360050251005,"Block Group 5, Census Tract 251, Bronx County, New York",1404,581,482,335,4,8,353,276,0,12,125,198,0,12,0,12,0,12,0,12,0,12,922,473,144,155,13,22,0,12,0,12,0,12,765,454,0,12,0,12,0,12
1500000US360050161004,"Block Group 4, Census Tract 161, Bronx County, New York",1174,310,130,111,0,12,130,111,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1044,301,113,124,91,109,0,12,0,12,11,16,765,264,64,59,32,37,32,48
1500000US360050269001,"Block Group 1, Census Tract 269, Bronx County, New York",1124,275,189,128,18,24,159,122,0,12,0,12,0,12,12,33,0,12,0,12,0,12,935,283,103,82,0,12,14,21,0,12,0,12,785,301,33,38,33,38,0,12
1500000US360050389005,"Block Group 5, Census Tract 389, Bronx County, New York",744,396,29,38,29,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,715,398,43,65,0,12,0,12,0,12,0,12,672,394,0,12,0,12,0,12
1500000US360050123003,"Block Group 3, Census Tract 123, Bronx County, New York",1060,305,210,163,8,10,198,163,4,8,0,12,0,12,0,12,0,12,0,12,0,12,850,273,139,91,124,102,0,12,0,12,0,12,447,184,140,125,84,99,56,76
1500000US360050079002,"Block Group 2, Census Tract 79, Bronx County, New York",588,402,330,373,4,5,296,367,0,12,0,12,0,12,0,12,30,47,0,12,30,47,258,173,138,163,35,36,0,12,0,12,0,12,85,88,0,12,0,12,0,12
1500000US360050205014,"Block Group 4, Census Tract 205.01, Bronx County, New York",1535,525,240,223,0,12,240,223,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1295,496,32,28,44,49,0,12,0,12,0,12,1155,493,64,77,42,69,22,37
1500000US360050145004,"Block Group 4, Census Tract 145, Bronx County, New York",1870,996,769,580,0,12,769,580,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1101,675,188,203,20,33,0,12,0,12,0,12,810,634,83,102,59,73,24,41
1500000US360050121012,"Block Group 2, Census Tract 121.01, Bronx County, New York",1831,233,565,169,75,78,453,162,0,12,30,46,0,12,0,12,7,10,0,12,7,10,1266,251,176,119,83,65,0,12,0,12,0,12,903,247,104,114,37,40,67,106
1500000US360050399023,"Block Group 3, Census Tract 399.02, Bronx County, New York",1081,261,319,164,21,34,298,157,0,12,0,12,0,12,0,12,0,12,0,12,0,12,762,248,87,74,0,12,0,12,79,99,0,12,589,244,7,12,7,12,0,12
1500000US360050074003,"Block Group 3, Census Tract 74, Bronx County, New York",1256,299,645,207,10,15,587,208,0,12,0,12,0,12,22,35,26,39,0,12,26,39,611,265,340,197,35,32,0,12,0,12,0,12,208,215,28,26,20,22,8,15
1500000US360050419001,"Block Group 1, Census Tract 419, Bronx County, New York",1777,709,797,493,222,153,370,439,0,12,183,179,0,12,0,12,22,23,0,12,22,23,980,525,225,217,57,93,0,12,0,12,0,12,678,501,20,31,0,12,20,31
1500000US360050227021,"Block Group 1, Census Tract 227.02, Bronx County, New York",1617,149,497,103,0,12,355,121,12,27,92,87,0,12,28,44,10,12,5,9,5,8,1120,164,250,115,39,42,12,18,0,12,0,12,810,152,9,13,9,13,0,12
1500000US360050159002,"Block Group 2, Census Tract 159, Bronx County, New York",350,173,19,24,4,6,0,12,0,12,15,23,0,12,0,12,0,12,0,12,0,12,331,173,125,107,37,32,15,25,0,12,0,12,154,146,0,12,0,12,0,12
1500000US360050222004,"Block Group 4, Census Tract 222, Bronx County, New York",1146,333,550,265,56,63,0,12,0,12,459,270,0,12,30,42,5,8,0,12,5,8,596,298,40,33,0,12,11,17,10,16,0,12,525,305,10,15,0,12,10,15
1500000US360050133004,"Block Group 4, Census Tract 133, Bronx County, New York",1307,380,692,339,0,12,630,339,0,12,30,46,0,12,32,50,0,12,0,12,0,12,615,311,162,167,53,67,0,12,0,12,0,12,400,296,0,12,0,12,0,12
1500000US360050200004,"Block Group 4, Census Tract 200, Bronx County, New York",1963,530,1183,395,55,66,43,71,0,12,901,275,0,12,11,18,173,205,173,205,0,12,780,321,197,93,19,31,34,47,0,12,0,12,429,287,101,102,0,12,101,102
1500000US360050379005,"Block Group 5, Census Tract 379, Bronx County, New York",1823,444,949,340,0,12,885,336,0,12,42,64,0,12,22,35,0,12,0,12,0,12,874,324,184,223,197,187,0,12,0,12,0,12,471,316,22,37,0,12,22,37
1500000US360050193003,"Block Group 3, Census Tract 193, Bronx County, New York",1847,581,820,475,18,28,765,480,0,12,0,12,0,12,37,61,0,12,0,12,0,12,1027,467,221,229,297,333,0,12,0,12,0,12,491,396,18,29,18,29,0,12
1500000US360050025001,"Block Group 1, Census Tract 25, Bronx County, New York",1045,424,67,69,0,12,49,65,0,12,7,11,0,12,11,17,0,12,0,12,0,12,978,420,197,276,0,12,0,12,0,12,0,12,771,388,10,17,0,12,10,17
1500000US360050239002,"Block Group 2, Census Tract 239, Bronx County, New York",1192,468,655,308,0,12,342,208,0,12,0,12,0,12,0,12,313,273,0,12,313,273,537,376,64,95,139,141,0,12,0,12,0,12,334,330,0,12,0,12,0,12
1500000US360050177013,"Block Group 3, Census Tract 177.01, Bronx County, New York",1430,433,666,322,32,33,634,328,0,12,0,12,0,12,0,12,0,12,0,12,0,12,764,383,227,237,65,94,0,12,0,12,0,12,466,306,6,16,6,16,0,12
1500000US360050391006,"Block Group 6, Census Tract 391, Bronx County, New York",1398,690,298,277,81,143,104,141,0,12,0,12,0,12,0,12,113,178,0,12,113,178,1100,639,163,189,0,12,0,12,0,12,0,12,937,611,0,12,0,12,0,12
1500000US360050199004,"Block Group 4, Census Tract 199, Bronx County, New York",2353,685,475,257,14,23,424,255,0,12,0,12,0,12,0,12,37,58,0,12,37,58,1878,691,187,173,194,192,0,12,0,12,0,12,1246,507,251,294,0,12,251,294
1500000US360050183012,"Block Group 2, Census Tract 183.01, Bronx County, New York",976,214,408,124,22,34,377,121,0,12,0,12,0,12,9,13,0,12,0,12,0,12,568,213,28,33,92,106,0,12,0,12,0,12,400,166,48,82,0,12,48,82
1500000US360050212003,"Block Group 3, Census Tract 212, Bronx County, New York",1445,353,1047,281,15,24,822,272,0,12,160,141,0,12,12,18,38,61,0,12,38,61,398,263,63,70,60,57,0,12,0,12,0,12,233,238,42,68,42,68,0,12
1500000US360050218001,"Block Group 1, Census Tract 218, Bronx County, New York",1762,510,401,286,142,159,259,242,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1361,472,299,214,260,306,0,12,0,12,0,12,782,411,20,30,0,12,20,30
1500000US360050144004,"Block Group 4, Census Tract 144, Bronx County, New York",1101,497,583,315,0,12,583,315,0,12,0,12,0,12,0,12,0,12,0,12,0,12,518,323,180,147,207,250,0,12,0,12,0,12,106,102,25,42,25,42,0,12
1500000US360050199005,"Block Group 5, Census Tract 199, Bronx County, New York",1247,515,851,417,0,12,851,417,0,12,0,12,0,12,0,12,0,12,0,12,0,12,396,292,0,12,43,67,0,12,0,12,0,12,353,274,0,12,0,12,0,12
1500000US360050210013,"Block Group 3, Census Tract 210.01, Bronx County, New York",764,313,364,259,40,45,324,254,0,12,0,12,0,12,0,12,0,12,0,12,0,12,400,284,169,172,109,185,30,46,0,12,0,12,0,12,92,141,0,12,92,141
1500000US360050213021,"Block Group 1, Census Tract 213.02, Bronx County, New York",1709,836,733,651,0,12,705,657,0,12,28,58,0,12,0,12,0,12,0,12,0,12,976,613,168,191,355,310,0,12,0,12,0,12,414,539,39,45,0,12,39,45
1500000US360050289001,"Block Group 1, Census Tract 289, Bronx County, New York",1021,454,164,85,132,78,32,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,857,469,610,455,42,48,0,12,0,12,0,12,205,122,0,12,0,12,0,12
1500000US360050092003,"Block Group 3, Census Tract 92, Bronx County, New York",2433,405,1216,380,82,85,358,240,0,12,255,190,0,12,322,214,199,131,158,112,41,62,1217,348,463,224,166,191,0,12,0,12,0,12,511,264,77,97,67,93,10,16
1500000US360050413006,"Block Group 6, Census Tract 413, Bronx County, New York",1262,441,455,269,93,183,339,231,0,12,23,36,0,12,0,12,0,12,0,12,0,12,807,408,156,121,134,192,0,12,0,12,0,12,517,361,0,12,0,12,0,12
1500000US360050181024,"Block Group 4, Census Tract 181.02, Bronx County, New York",1244,314,800,253,15,18,502,219,0,12,194,151,0,12,65,89,24,37,0,12,24,37,444,242,116,128,75,53,0,12,0,12,0,12,253,193,0,12,0,12,0,12
1500000US360050391004,"Block Group 4, Census Tract 391, Bronx County, New York",1526,759,431,188,215,167,202,121,0,12,0,12,0,12,0,12,14,26,0,12,14,26,1095,785,322,397,0,12,0,12,0,12,0,12,635,658,138,228,138,228,0,12
1500000US360050068002,"Block Group 2, Census Tract 68, Bronx County, New York",783,260,152,102,0,12,147,104,0,12,2,6,0,12,0,12,3,8,0,12,3,8,631,261,10,15,2,6,0,12,0,12,0,12,557,256,62,101,0,12,62,101
1500000US360050256002,"Block Group 2, Census Tract 256, Bronx County, New York",868,321,370,184,177,162,104,80,0,12,85,90,0,12,0,12,4,7,0,12,4,7,498,310,80,57,78,88,0,12,5,10,0,12,286,256,49,68,10,15,39,68
1500000US360050092002,"Block Group 2, Census Tract 92, Bronx County, New York",844,312,398,238,34,29,104,118,0,12,198,181,0,12,0,12,62,98,0,12,62,98,446,241,141,82,0,12,0,12,0,12,0,12,305,242,0,12,0,12,0,12
1500000US360050251007,"Block Group 7, Census Tract 251, Bronx County, New York",702,322,317,183,2,5,189,121,0,12,126,149,0,12,0,12,0,12,0,12,0,12,385,286,3,5,0,12,0,12,0,12,0,12,304,258,78,129,78,129,0,12
1500000US360050449012,"Block Group 2, Census Tract 449.01, Bronx County, New York",897,143,814,131,778,133,24,20,0,12,7,12,0,12,0,12,5,8,0,12,5,8,83,58,15,18,0,12,0,12,0,12,0,12,48,49,20,25,0,12,20,25
1500000US360050233022,"Block Group 2, Census Tract 233.02, Bronx County, New York",1998,371,314,156,20,30,294,154,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1684,372,530,287,171,125,7,14,0,12,0,12,976,337,0,12,0,12,0,12
1500000US360050253004,"Block Group 4, Census Tract 253, Bronx County, New York",1222,298,67,59,14,22,45,51,0,12,0,12,0,12,0,12,8,13,0,12,8,13,1155,299,101,92,0,12,29,47,0,12,0,12,1025,312,0,12,0,12,0,12
1500000US360050237043,"Block Group 3, Census Tract 237.04, Bronx County, New York",1271,441,228,264,0,12,228,264,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1043,395,0,12,24,40,0,12,0,12,0,12,1019,397,0,12,0,12,0,12
1500000US360050115023,"Block Group 3, Census Tract 115.02, Bronx County, New York",1562,419,680,366,8,13,663,361,0,12,9,15,0,12,0,12,0,12,0,12,0,12,882,348,13,23,69,62,0,12,0,12,0,12,778,348,22,42,22,42,0,12
1500000US360050449021,"Block Group 1, Census Tract 449.02, Bronx County, New York",969,220,905,224,695,192,161,138,0,12,44,47,0,12,0,12,5,7,0,12,5,7,64,76,26,50,0,12,0,12,0,12,0,12,38,55,0,12,0,12,0,12
1500000US360050267023,"Block Group 3, Census Tract 267.02, Bronx County, New York",1392,566,82,76,25,32,57,69,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1310,584,165,239,0,12,12,22,0,12,0,12,1133,555,0,12,0,12,0,12
1500000US360050135003,"Block Group 3, Census Tract 135, Bronx County, New York",1433,346,776,243,0,12,776,243,0,12,0,12,0,12,0,12,0,12,0,12,0,12,657,264,181,186,26,41,0,12,0,12,0,12,422,198,28,50,28,50,0,12
1500000US360050407013,"Block Group 3, Census Tract 407.01, Bronx County, New York",1778,365,266,143,39,42,209,139,0,12,10,16,0,12,8,13,0,12,0,12,0,12,1512,371,326,200,33,35,0,12,0,12,0,12,1153,355,0,12,0,12,0,12
1500000US360050330004,"Block Group 4, Census Tract 330, Bronx County, New York",719,278,338,208,80,97,221,181,0,12,0,12,0,12,37,60,0,12,0,12,0,12,381,200,173,145,79,128,0,12,0,12,0,12,129,110,0,12,0,12,0,12
1500000US360050060001,"Block Group 1, Census Tract 60, Bronx County, New York",1451,267,344,147,9,8,257,142,0,12,33,34,0,12,45,44,0,12,0,12,0,12,1107,264,358,255,53,38,0,12,10,16,0,12,666,155,20,21,12,17,8,13
1500000US360050235023,"Block Group 3, Census Tract 235.02, Bronx County, New York",692,286,190,138,18,28,172,137,0,12,0,12,0,12,0,12,0,12,0,12,0,12,502,245,169,141,90,90,9,15,0,12,0,12,226,242,8,15,0,12,8,15
1500000US360050413002,"Block Group 2, Census Tract 413, Bronx County, New York",778,394,113,108,0,12,0,12,0,12,113,108,0,12,0,12,0,12,0,12,0,12,665,386,106,130,43,70,27,47,0,12,0,12,489,379,0,12,0,12,0,12
1500000US360050295002,"Block Group 2, Census Tract 295, Bronx County, New York",1267,414,1052,387,662,247,216,290,0,12,130,98,0,12,16,26,28,47,0,12,28,47,215,132,104,78,11,18,0,12,0,12,0,12,48,43,52,66,0,12,52,66
